task,comment,topic,cluster,cos_dist,eclu_dist,pred_topic
clinc,whom do you work for,who do you work for,145,0.22299492,0.6678247,assistant's hierarchy
clinc,who is your job with,who do you work for,145,0.22479582,0.670516,assistant's hierarchy
clinc,what company are you employed by,who do you work for,145,0.22663468,0.6732529,assistant's hierarchy
clinc,what is the name of the place you work at,who do you work for,145,0.22008014,0.66344583,assistant's hierarchy
clinc,what's your boss's name,who do you work for,125,0.21439493,0.6548204,assistant's hierarchy
clinc,who can i talk to above you,who do you work for,110,0.20810056,0.6451368,assistant's hierarchy
clinc,what's the most i can charge on my card,credit limit,74,0.242419,0.6963032,credit card limit inquiry
clinc,how much do i have available on my visa card,credit limit,74,0.24067295,0.693791,account balance check
clinc,what is my visa credit limit,credit limit,74,0.24676132,0.7025117,credit card limit inquiry
clinc,how much of a credit limit does visa allow,credit limit,74,0.2579245,0.71822655,credit card limit inquiry
clinc,is there a substantial credit limit on my visa,credit limit,74,0.2513193,0.70897,credit card limit inquiry
clinc,as my visa got a high enough limit on it,credit limit,74,0.23209822,0.68131983,credit card limit inquiry
clinc,what is my credit max,credit limit,74,0.26400232,0.72663945,credit card limit inquiry
clinc,what is my credit card spending limit,credit limit,74,0.26871145,0.7330915,credit card limit inquiry
clinc,what's my daily spending limit,credit limit,74,0.24464703,0.6994957,budget management
clinc,tell me my credit limit,credit limit,74,0.2609533,0.72243094,credit card limit inquiry
clinc,how much credit do i have on my discover card,credit limit,74,0.2560382,0.7155952,credit card limit inquiry
clinc,do i have a monthly spending limit,credit limit,74,0.26232368,0.7243254,budget management
clinc,what's the limit on my discover card,credit limit,74,0.2558862,0.71538275,credit card limit inquiry
clinc,is there a spending limit,credit limit,74,0.2511555,0.7087391,budget management
clinc,what is my credit limit on my discover,credit limit,74,0.27069557,0.73579293,credit card limit inquiry
clinc,what's my spending limit on my discover,credit limit,74,0.26412928,0.7268139,credit card limit inquiry
clinc,how much is my maximum to spend on credit cards,credit limit,74,0.2692682,0.7338505,credit card limit inquiry
clinc,what's my discover credit limit,credit limit,74,0.27442515,0.74084437,credit card limit inquiry
clinc,how much can i use on my visa,credit limit,74,0.23405737,0.6841894,credit card limit inquiry
clinc,my visa has what limit,credit limit,74,0.24177456,0.6953771,credit card limit inquiry
clinc,tell me my visa limit,credit limit,74,0.23137623,0.68025935,credit card limit inquiry
clinc,look up how high my visa limit is,credit limit,74,0.24019259,0.6930983,credit card limit inquiry
clinc,what is the limit on my visa,credit limit,74,0.23490703,0.68542993,credit card limit inquiry
clinc,what is my state bank of india card credit limit,credit limit,74,0.27029812,0.73525256,credit card limit inquiry
clinc,calculate the limit i have available for spending on my natwest card,credit limit,74,0.261317,0.7229343,credit card limit inquiry
clinc,tell me my hsbc card credit limit,credit limit,74,0.27727807,0.74468535,credit card limit inquiry
clinc,what's the spending limit on my lloyds card,credit limit,74,0.2629854,0.72523856,credit card limit inquiry
clinc,i need you to tell me the credit limit for my republic bank card,credit limit,74,0.25616932,0.7157784,credit card limit inquiry
clinc,how high is my credit limit,credit limit,74,0.26444095,0.72724295,credit card limit inquiry
clinc,i want to know my credit limit,credit limit,74,0.27005994,0.73492855,credit card limit inquiry
clinc,is the resataurant busy at 5:00 pm,how busy,99,0.23211467,0.68134373,restaurant wait time inquiry
clinc,how busy is the cafe at 7:00,how busy,99,0.22934139,0.67726153,restaurant wait time inquiry
clinc,would tio's be crowded at 7,how busy,99,0.21689022,0.6586202,restaurant wait time inquiry
clinc,can i get a table for four at 8:00,how busy,101,0.2329911,0.68262917,table reservation
clinc,is the friday's full after 4,how busy,99,0.23436546,0.6846392,meeting room availability
clinc,how long is the wait at fridays,how busy,99,0.25042802,0.7077118,restaurant wait time inquiry
clinc,is the mexican place crowded at night,how busy,99,0.23030972,0.67868954,restaurant wait time inquiry
clinc,what is the best time to go to get a burger without a line,how busy,99,0.251041,0.7085775,restaurant wait time inquiry
clinc,how long before i can eat at chic fil a,how busy,99,0.25661922,0.71640676,restaurant wait time inquiry
clinc,how long to be seated at carrabas,how busy,99,0.23272818,0.68224365,restaurant wait time inquiry
clinc,is the wait at pizza hut long,how busy,76,0.23272139,0.6822338,restaurant wait time inquiry
clinc,is the breakfast place full in the mornings,how busy,99,0.25717878,0.71718735,restaurant wait time inquiry
clinc,is the wait more than an hour at the italian place,how busy,99,0.18868697,0.6143077,restaurant wait time inquiry
clinc,tell me how busy red robin is at 5 pm,how busy,99,0.2332859,0.6830607,restaurant wait time inquiry
clinc,i wanna know how busy denny's is at 5 am,how busy,99,0.25641447,0.71612096,restaurant wait time inquiry
clinc,i need to know how busy denny's is at 6 am,how busy,99,0.2623291,0.724333,restaurant wait time inquiry
clinc,how busy is red robin around 5 pm,how busy,99,0.23135018,0.68022096,restaurant wait time inquiry
clinc,so how busy is the outback steakhouse at 5 pm,how busy,99,0.25184345,0.70970905,restaurant wait time inquiry
clinc,tell me mr joes pizza average wait time,how busy,76,0.22794896,0.675202,restaurant wait time inquiry
clinc,is mr joes pizza available for a seating,how busy,76,0.21192372,0.65103585,restaurant reservation policy
clinc,does mr joes pizza usually have a long wait,how busy,76,0.22134948,0.66535634,restaurant wait time inquiry
clinc,can you find out the waiting times for mr joes pizza,how busy,76,0.22808075,0.6753973,restaurant wait time inquiry
clinc,what's the typical wait time for mr joes pizza,how busy,76,0.22433639,0.6698305,restaurant wait time inquiry
clinc,how busy is cheesecake factory right now,how busy,99,0.24449241,0.6992745,restaurant wait time inquiry
clinc,how long is the wait at cheesecake factory,how busy,99,0.253524,0.7120731,restaurant wait time inquiry
clinc,how long will i have to wait at cheesecake factory,how busy,99,0.24665248,0.702357,restaurant wait time inquiry
clinc,is cheesecake factory busy right now,how busy,99,0.23738366,0.6890338,restaurant wait time inquiry
clinc,check how busy cheesecake factory is,how busy,99,0.24484944,0.69978505,restaurant wait time inquiry
clinc,is there a long wait at chili's around 5:00,how busy,99,0.24416113,0.6988006,restaurant wait time inquiry
clinc,can i do a reservation at sammy's crab shack,accept reservations,18,0.25409222,0.71287054,table reservation
clinc,does bill's house of chop suey accept reservations,accept reservations,18,0.25283563,0.7111059,restaurant reservation policy
clinc,check if bj's takes reservations,accept reservations,18,0.24828619,0.7046791,restaurant reservation policy
clinc,does bj's take reservations,accept reservations,18,0.25049388,0.7078052,restaurant reservation policy
clinc,will bj's take reservations,accept reservations,18,0.25127053,0.7089015,restaurant reservation policy
clinc,do you know if i can make reservations at bj's,accept reservations,18,0.24576676,0.70109475,restaurant reservation policy
clinc,tell me if the new york restaurant takes reservations,accept reservations,18,0.23257446,0.6820182,restaurant reservation policy
clinc,can i reserve tables at the new york restaurant,accept reservations,18,0.23927248,0.69176954,table reservation
clinc,i want to know if the new york restaurant takes reservations,accept reservations,18,0.23501897,0.68559337,restaurant reservation policy
clinc,does the new york restaurant take reservations,accept reservations,18,0.23962486,0.6922786,restaurant reservation policy
clinc,is it possible to make reservations at the new york restaurant,accept reservations,18,0.22541893,0.6714447,restaurant reservation policy
clinc,do you have any idea if the flying wing does reservations,accept reservations,18,0.19182074,0.61938834,restaurant reservation policy
clinc,does village inn let you make reservations,accept reservations,18,0.24244952,0.69634706,restaurant reservation policy
clinc,is it possible to get reservations at ihop,accept reservations,18,0.24508607,0.7001229,restaurant reservation policy
clinc,is it possible to reserve a table at white castle,accept reservations,18,0.25042725,0.7077108,restaurant reservation policy
clinc,do you think they'll let me reserve a table at the olive garden,accept reservations,18,0.2149874,0.65572476,restaurant reservation policy
clinc,do they take reservations at applebeesi,accept reservations,18,0.22445178,0.67000264,restaurant reservation policy
clinc,does applebees do reservations,accept reservations,18,0.25547743,0.71481115,restaurant reservation policy
clinc,can applebees take reservations,accept reservations,18,0.25361538,0.7122014,restaurant reservation policy
clinc,can i get reservations at applebees,accept reservations,18,0.24373853,0.69819564,table reservation
clinc,does applebees take reservations,accept reservations,18,0.2570665,0.71703076,restaurant reservation policy
clinc,tell me if taco bell takes reservations,accept reservations,18,0.25994748,0.72103757,restaurant reservation policy
clinc,any clue as to if taco bell takes reservations,accept reservations,18,0.26726067,0.7311097,restaurant reservation policy
clinc,do you know if taco bell takes reservations,accept reservations,18,0.26378673,0.72634274,restaurant reservation policy
clinc,any idea as to if taco bell takes reservations,accept reservations,18,0.2653885,0.7285444,restaurant reservation policy
clinc,do you know if l'arpege will ask for reservations,accept reservations,18,0.22621143,0.67262405,restaurant reservation policy
clinc,will we have to make reservations for roca,accept reservations,18,0.20566773,0.6413545,restaurant reservation policy
clinc,does osteria francescana take reservations,accept reservations,18,0.19815582,0.629533,restaurant reservation policy
clinc,do you have any idea if central needs reservations,accept reservations,18,0.25615174,0.7157538,restaurant reservation policy
clinc,eleven madison park takes reservations right,accept reservations,18,0.24246722,0.6963726,restaurant reservation policy
clinc,where is my order now,order status,128,0.23171318,0.6807545,order tracking
clinc,tell me all updates about my order's status,order status,128,0.23977703,0.6924985,order tracking
clinc,is my order on its way or what's going on,order status,128,0.2322489,0.6815407,order tracking
