comment,topic,pred_topic
facebook privacy setting user,95,Facebook Privacy Concerns
celebrity butchering national anthem digg christina aguilera flawlessly sung national anthem,75,Christina Aguilera's National Anthem Error
judge toss health care reform law federal judge ruled president obama sweep cnn,22,Federal Health Care Reform Challenges
seth godin texting working shouldn text driving talk cell phone argue wit,104,Extreme Makeover for Texting Awareness
fave kardashian phillyblack fuckin hate khloe kardashian,72,Invalid
food burn belly fat don,55,Weight Loss with Acai Berry
fish casting bubble bet find,60,Fishing Regulation and Conservation
guru guide super bowl commercial favorite watch,99,Super Bowl Commercial Reviews
james franco suzanne summer will nom tmrw,96,James Franco at Sundance Festival
official ny cuomo proposing painful budget cut sdut,19,Governor Cuomo’s Budget Cuts
pug dorrito commercial best,99,Super Bowl Commercial Reviews
trend spring,46,Fashion Week Trends
decision amount dressing circuit,89,Energy Conservation Tips
antonin scalia save individual mandate,22,Federal Health Care Reform Challenges
worth daughter loved chrysler commercial watched time hulu save detroit,99,Super Bowl Commercial Reviews
facebook privacy breakthrough,95,Facebook Privacy Concerns
health care law struck federal judge ruled president obama sweeping healt,22,Federal Health Care Reform Challenges
stealth mode making invisible facebook personal finance news yahoo fina,95,Facebook Privacy Concerns
extreme fishing kayak fishing monster fish bluewater jon bluewaterjon bluewater jon schwartz,60,Ice Fishing Events
imdb road oscar academy award,88,Academy Award Nominees
choosing fly fishing gear requires patience start,60,Fishing Regulation and Conservation
king speech win producer guild award three year pga winner win acade,88,Academy Award Nominees
pure acai berry thorough article pure acai berry buy pure acai berry acai berry extracteveryone se,55,Weight Loss with Acai Berry
republican nimble democrat social medium study find democrat obama cam tcot tlot,45,Social Media in Politics
good info fishing team winner,60,Ice Fishing Events
wonder will fill political vacuum tunesia egypt yemen tunesia egypt yemen,79,Yemen Political Protests
fatal blast reported moscow airport terminal russian authority monday reported fatal explosion domodedo,36,Moscow Airport Suicide Bombing
king speech true grit lead oscar race king speech british drama stammering monarch,88,Oscars Best Picture Race
horse racing factor bet reliable,94,Sports-Related Concussions
fishing check special closeout item great fly fishing gear buy fishwest check,60,Fishing Regulation and Conservation
lh ainsworth cancer scholarship university south wale australia beasiswa,97,Educational Scholarships
watching extreme makeover edition story sad don text drive,104,Extreme Makeover for Texting Awareness
twitition dont text drive remember alex brown,104,Extreme Makeover for Texting Awareness
wait vw beetle great commercial superbowl commercial beetle bug,99,Super Bowl Commercial Reviews
session mayo mark people myselfduration pm pmtide started angling fishing,60,Ice Fishing Events
pocketwatch posted ice fishing shack lake tomahawk,60,Ice Fishing Events
federal judge florida rule obamacare,22,Federal Health Care Reform Challenges
acai berry weight loss diet plan cardiovascular health diet weight loss shedd,55,Weight Loss with Acai Berry
pepsi putting mobile play super bowl advertising marketing branding mobile pepsi superbowl pr,99,Super Bowl Commercial Reviews
myl mylan awarded fda approval generic protonix delayed release tablet gerd,58,FDA Drug Approvals
dont text drive worldwide,104,Extreme Makeover for Texting Awareness
gross starbucks trenta cup hold entire bottle wine,62,Health Benefits of Tanning and Coffee
toughens sanction belarus join eu widening sanction belarus leader,110,Immigration Policies and Debates
chevy cruze comm fb feed captain america hell carmax comm superbowl commercial,99,Super Bowl Commercial Reviews
seriousy gt super bowl food level recipe rock tequila spiked wing luv,87,Recipes and Healthy Eating
christina aguilera fumble national anthem lyric super bowl tonight super bowl xlv kickoff christina,75,Christina Aguilera's National Anthem Error
kamut international welcome improvement school nutrition bill,102,Recipes and Healthy Eating
fish recipe cleaning preparation fillet round fish,60,Recipes and Healthy Eating
favourite commercial superbowl volkswagen commercial force,99,Super Bowl Commercial Reviews
wowsa black swan movie intense stirring hope natalie portman win oscar role,101,Black Swan Reception
yemeni doubt president won step,79,Yemen Political Protests
foreign secretary described intimidation harassment journalist unacceptable egypt,66,Egyptian Government Internet Restrictions
joanna yeates vincent tabak charged murder,86,Joanna Yeates Murder Accusation
identity theft cost infographic online fraud crime rise mo,108,Identity Theft Awareness
report italian polish medium claim robert kubica injured rally accident italy,11,Robert Kubica Injury
supreme court considers foia protects corporate personal privacy public record law,89,Supreme Court Privacy and Environmental Decisions
doritos didn superbowl commercial dead,99,Super Bowl Commercial Reviews
keith olbermann join current tv report keith olbermann controversial liberal pundit ho,30,Keith Olbermann Joining Current TV
horse wagering legal sport lounge bet zieralski mike merrigan wife lisa oc tave,94,Sports-Related Concussions
strader organ scholarship competition college conservatory music university cincinnati usa university,97,Educational Scholarships
watched rite trailer therite,14,Rite Movie Reviews
looter broke museum destroyed pharaonic mummy late friday nation top archaeologist reuters,10,National Museum Looting
flambeau outdoors bazuka pro rod case florida fishing tip wfnewshinged door ea,60,Fishing Regulation and Conservation
health care law struck,22,Federal Health Care Reform Challenges
yemen protest february day rage lt lt lt video yemen protest jan ali abdullah saleh news,79,Yemen Political Protests
weight loss diet plan living healthy acai berry,55,Weight Loss with Acai Berry
giffords surprising doctor hospital icu,37,Gabrielle Giffords Recovery
protester hit street yemen,79,Yemen Political Protests
sag award colin firth best actor natalie portman best actress honor,88,Academy Award Nominees
city regional service brace storm bracing approaching blizzard ldquo historic proportion rdquo city,57,Chicago Blizzard Coverage
social network king speech aim oscar,88,Oscars Best Picture Race
final post series bullying work place business handle bullying,90,Cultural Awareness Initiatives
michelle obama coming atlanta,65,Social Media in Politics
catchcatfish posted fishing video bait hook shad gofishn,60,Fishing Regulation and Conservation
outstanding performance female actress natalie portman black swan sagawards,101,Black Swan Reception
gonna driving time will text drive,104,Extreme Makeover for Texting Awareness
christina aguilera bungle national anthem three thing singing nationa,75,Christina Aguilera's National Anthem Error
christina aguilera botched national anthem superbowl notice,75,Christina Aguilera's National Anthem Error
rite midnite movie cheesefest video comic,14,Rite Movie Reviews
giffords condition upgraded good cnn,37,Gabrielle Giffords Recovery
chicken dumpling,87,Recipes and Healthy Eating
supreme court refuse hear appeal anti gay,89,Supreme Court Privacy and Environmental Decisions
starbucks trenta size hold entire bottle wine drink,62,Health Benefits of Tanning and Coffee
shame info dissemination bbc confirms service cut,1,Egyptian Government Internet Restrictions
acai berry chocolate tasting weight loss diet plan demand acai berry eventually lead,55,Weight Loss with Acai Berry
christina aguilera botch national anthem super bowl washington post,75,Christina Aguilera's National Anthem Error
iranian oil tanker escape pirate attack,107,Piracy and Navy Rescues
rahm emanuel chicago mayor llinois supreme court ruling xmnr chicagomayor rahmemanuel,21,Rahm Emanuel Mayoral Eligibility Case
dtn uk director guild screen actor guild award picture weekend blur,88,Academy Award Nominees
vincent tabak charged murder joanna yeates,86,Joanna Yeates Murder Accusation
fly fishing photo essay canada greatest freshwater adventure explore canada greatest fly fishing adventu,60,Ice Fishing Events
pa committee approves youth sport concussion bill harrisburg pa whtm state senate education committ,84,Sports-Related Concussions
teamfollowback super bowl commercial doritos don hurt dog dog,99,Super Bowl Commercial Reviews
dtn hollywood christina aguilera apologises national anthem flub feedburner share friend,75,Christina Aguilera's National Anthem Error
obamacare ruling injunction bc entire law declared void tcot,22,Federal Health Care Reform Challenges
sage advice travel picking bedbug hitchhiker,52,Energy Conservation Tips
sundance day strange celebrity encounter steve carell elijah wood full day sundanc,96,Sundance Film Festival Celebrity Sightings
arizona immigration law blocked judge,82,Immigration Policies and Debates
