comment,topic,pred_topic
chevy cruze comm fb feed captain america hell carmax comm superbowl commercial,99,Super Bowl Commercial Highlights
seriousy gt super bowl food level recipe rock tequila spiked wing luv,87,Super Bowl Commercial Highlights
christina aguilera fumble national anthem lyric super bowl tonight super bowl xlv kickoff christina,75,Christina Aguilera's Anthem Fail
kamut international welcome improvement school nutrition bill,102,Michelle Obama's Health Initiatives
fish recipe cleaning preparation fillet round fish,60,Chicken Recipes
favourite commercial superbowl volkswagen commercial force,99,Volvo & VW Superbowl Ads
wowsa black swan movie intense stirring hope natalie portman win oscar role,101,Black Swan Oscar Buzz
yemeni doubt president won step,79,Yemen Day of Rage
foreign secretary described intimidation harassment journalist unacceptable egypt,66,Journalist Attacks in Egypt
joanna yeates vincent tabak charged murder,86,Jo Yeates Murder Case
identity theft cost infographic online fraud crime rise mo,108,Identity Theft Awareness
report italian polish medium claim robert kubica injured rally accident italy,11,Robert Kubica Rally Accident
supreme court considers foia protects corporate personal privacy public record law,89,Supreme Court Workplace Retaliation Ruling
doritos didn superbowl commercial dead,99,Super Bowl Commercial Highlights
keith olbermann join current tv report keith olbermann controversial liberal pundit ho,30,Keith Olbermann Joins Current TV
horse wagering legal sport lounge bet zieralski mike merrigan wife lisa oc tave,94,Horse Racing Tips
strader organ scholarship competition college conservatory music university cincinnati usa university,97,College Scholarships
watched rite trailer therite,14,Movie 'The Rite'
looter broke museum destroyed pharaonic mummy late friday nation top archaeologist reuters,10,Looting in Egypt
flambeau outdoors bazuka pro rod case florida fishing tip wfnewshinged door ea,60,Fishing Enthusiast Reports
health care law struck,22,Healthcare Reform Court Rulings
yemen protest february day rage lt lt lt video yemen protest jan ali abdullah saleh news,79,Yemen Day of Rage
weight loss diet plan living healthy acai berry,55,Acai Berry Diet
giffords surprising doctor hospital icu,37,Gabrielle Giffords' Recovery
protester hit street yemen,79,Yemen Day of Rage
sag award colin firth best actor natalie portman best actress honor,88,Black Swan Oscar Buzz
city regional service brace storm bracing approaching blizzard ldquo historic proportion rdquo city,57,Chicago Blizzard
social network king speech aim oscar,88,Oscar Nominations - King Speech
final post series bullying work place business handle bullying,90,Bullying Prevention Programs
michelle obama coming atlanta,65,Michelle Obama's Health Initiatives
catchcatfish posted fishing video bait hook shad gofishn,60,Fishing Enthusiast Reports
outstanding performance female actress natalie portman black swan sagawards,101,Black Swan Oscar Buzz
gonna driving time will text drive,104,Texting While Driving Pledge
christina aguilera bungle national anthem three thing singing nationa,75,Christina Aguilera's Anthem Fail
christina aguilera botched national anthem superbowl notice,75,Christina Aguilera's Anthem Fail
rite midnite movie cheesefest video comic,14,Movie 'The Rite'
giffords condition upgraded good cnn,37,Gabrielle Giffords' Recovery
chicken dumpling,87,Chicken Recipes
supreme court refuse hear appeal anti gay,89,Supreme Court Workplace Retaliation Ruling
starbucks trenta size hold entire bottle wine drink,62,Starbucks Trenta Cup
shame info dissemination bbc confirms service cut,1,BBC Service Cuts
acai berry chocolate tasting weight loss diet plan demand acai berry eventually lead,55,Acai Berry Diet
christina aguilera botch national anthem super bowl washington post,75,Christina Aguilera's Anthem Fail
iranian oil tanker escape pirate attack,107,Somali Pirate Hijackings
rahm emanuel chicago mayor llinois supreme court ruling xmnr chicagomayor rahmemanuel,21,Rahm Emanuel Ballot Controversy
dtn uk director guild screen actor guild award picture weekend blur,88,Oscar Nominations - King Speech
vincent tabak charged murder joanna yeates,86,Jo Yeates Murder Case
fly fishing photo essay canada greatest freshwater adventure explore canada greatest fly fishing adventu,60,Fishing Enthusiast Reports
pa committee approves youth sport concussion bill harrisburg pa whtm state senate education committ,84,Teen Athlete Concussions
teamfollowback super bowl commercial doritos don hurt dog dog,99,Super Bowl Commercial Highlights
dtn hollywood christina aguilera apologises national anthem flub feedburner share friend,75,Christina Aguilera's Anthem Fail
obamacare ruling injunction bc entire law declared void tcot,22,Healthcare Reform Court Rulings
sage advice travel picking bedbug hitchhiker,52,Bedbug Evolution News
sundance day strange celebrity encounter steve carell elijah wood full day sundanc,96,Sundance Film Festival Highlights
arizona immigration law blocked judge,82,Immigration Crackdowns
acai berry weight loss confusing industry analyst acai berry directly re,55,Acai Berry Diet
checking eww eating lawsuit alleges taco bell beef thisis,20,Taco Bell Beef Lawsuit
looter destroy mummy egyptian museum,10,Looting in Egypt
multiple concussion raise teen athlete health risk health news,84,Teen Athlete Concussions
yemen join uprising trend protest start yemen despite concession president yemen jan,79,Yemen Day of Rage
king speech social network locked oscar battle rttnews academy award nomination,88,Oscar Nominations - King Speech
disturbing jesse ewww,25,Charlie Sheen Rehab
brightnight networking entrepreneur smallbiz owner top influencer nyc,93,Obama's Social Media Strategy
booker tweet sundance film festival brings brick city park city,96,Sundance Film Festival Highlights
murray mania sweep uk good luck message flood andy murray scottish tennis star play,71,Australian Open Tennis Finals
hate kim kardashian snookie funny,72,Kardashian Family Popularity
missed chrysler riveting imported detroit superbowl ad eminem youtube,99,Chrysler Dodge Revival Superbowl Ads
angry bird commercial superbowl afk kill,99,Volvo & VW Superbowl Ads
photo blair underwood sundance film festival park city utah promoting film homework,96,Sundance Film Festival Highlights
top news giffords full round therapy houston reuters representative gabrielle gifford,37,Gabrielle Giffords' Recovery
thing rapidly degenerating egypt attack journalist cairo egypt,66,Journalist Attacks in Egypt
pharma news fda clear pgxhealth depressive disorder drug viibryd,58,FDA Approves Preterm Birth Drug
oscar nominee best picture announced morning social network king speech,88,Oscar Nominations - King Speech
prudential whale chevy superbowl commercial,99,Volvo & VW Superbowl Ads
tsa test privacy enhancing software body scanner privacy,25,TSA Body Scanners
judge rule obama health care law,22,Healthcare Reform Court Rulings
dtn singapore yemen president won stand term sanaa yemeni leader ali abdullah saleh facing,79,Yemen Day of Rage
fishing tackle field stream store hook poking tip barb wine,60,Fishing Enthusiast Reports
reporter including cnn cooper beaten egypt manila bulletin newspaper online,66,Journalist Attacks in Egypt
bryan safi brett erlich sundance bryan safi brett erlich braved cold swiped swag,96,Sundance Film Festival Highlights
mainenance fishing rod preserving rod read,60,Fishing Enthusiast Reports
fast food caught immigration crosshairs los angeles dallas reuters chipotle mexican grill lot going,80,Immigration Crackdowns
chrysler super bowl commercial brilliant case haven,99,Chrysler Dodge Revival Superbowl Ads
acai berry nutrient power weight loss diet plan acai berry popularity expanded rain,55,Acai Berry Diet
fox news,89,Invalid
doctor giffords face rocky road recovery normalcy cnn erwwpr,37,Gabrielle Giffords' Recovery
jobless rise state worker laid labor department unemployment rate rose,26,Unemployment Rate Drop
gossip christina fumble lyric national anthem fail christina agu,75,Christina Aguilera's Anthem Fail
king speech lead academy award nomination including best picture full list nominee,88,Oscar Nominations - King Speech
case needed reason love trenta cup hold entire bottle wine,62,Starbucks Trenta Cup
australia brace flood,98,Australia Flood Crisis
super cute adzone volkswagen force superbowl ad vader kid think control car,99,Volvo & VW Superbowl Ads
usa today sport buck forward belief nba concussion protocol,84,Teen Athlete Concussions
best lose weight acai berry weight loss diet plan healthy weight reduction,55,Acai Berry Diet
worst person tonight stop will longer text drive,104,Texting While Driving Pledge
diablo chicken chili recipe,87,Chicken Recipes
abc breaking terrorist attack moscow airport leaf dead,36,Moscow Airport Explosion
king speech win major guild award discus sag award win,88,Oscar Nominations - King Speech
love kardashians,72,Kardashian Family Popularity
sm socialmedia revolution social medium uprising epoch time tyranny social medium,45,Obama's Social Media Strategy
fishing lure bait rig crankbait crankbaits floating lure diving lip bill,60,Fishing Enthusiast Reports
keith olbermann join current tv report keith olbermann controversial liberal pundit ho,30,Keith Olbermann Joins Current TV
duck security expert warn stuxnet boomerang security,83,Stuxnet Cybersecurity Concerns
facebook privacy setting user,95,Facebook Privacy Settings
sneak peak superbowl ad lover super bowl ad watch big game,99,Super Bowl Commercial Highlights
foreign policy day hunting journalist ashraf khalil,66,Journalist Attacks in Egypt
blog post academy award odds king speech lead oscar nomination oscar,88,Oscar Nominations - King Speech
great advertising vw passat darth vader commercial,99,Volvo & VW Superbowl Ads
fda approves rituxan maintenance follicular lymphoma chemo,58,FDA Approves Preterm Birth Drug
