task,comment,topic,pred_topic
clinc,tell me what this song is called that's playing,what song,identify playing song
clinc,what is the title of this song,what song,identify playing song
clinc,what is this song called,what song,identify playing song
clinc,what song is currently playing,what song,identify playing song
clinc,what is the information on this song,what song,identify playing song
clinc,what song is this one,what song,identify playing song
clinc,on the speaker do you know what song is on,what song,identify playing song
clinc,on the speaker what song is playing,what song,identify playing song
clinc,do you know what song is playing on the speaker,what song,identify playing song
clinc,at the moment what song is playing on the speaker,what song,identify playing song
clinc,what is playing on the speaker at the moment,what song,identify playing song
clinc,who is the singer on the speaker now,what song,identify playing song
clinc,what kind of music on the speaker now,what song,identify playing song
clinc,will i be charged transaction fees if i use my american card internationally,international fees,international transaction fees
clinc,will i incur transaction fees if i use my american card internationally,international fees,international transaction fees
clinc,do i have transaction fees if i use my american card internationally,international fees,international transaction fees
clinc,could you find out if my bank charges transaction fees on my american card if use internationally,international fees,international transaction fees
clinc,will the bank charge transaction fees if i use my american card internationally,international fees,international transaction fees
clinc,do i get charged extra for using my card in portland,international fees,international transaction fees
clinc,will i get charged for using my credit card in portland,international fees,international transaction fees
clinc,if i'm in portland can i still use my card without getting charged extra,international fees,international transaction fees
clinc,is there a fee for using my card in portland,international fees,international transaction fees
clinc,does using my card in portland charge me extra,international fees,international transaction fees
clinc,what are the transaction fees associated with my discover card if i am in rome,international fees,international transaction fees
clinc,how many transaction fees are there when i use my discover card in rome,international fees,international transaction fees
clinc,are there transaction fees for discover cards used in rome,international fees,international transaction fees
clinc,will using a discover card in rome cause transaction fees,international fees,international transaction fees
clinc,do i have transaction fees when i use my discover card in rome,international fees,international transaction fees
clinc,are there transaction fees using my discover if i'm in cuba,international fees,international transaction fees
clinc,when i go to cuba will there be a transaction fee for using my discover card,international fees,international transaction fees
clinc,is there a fee to use my card in france,international fees,international transaction fees
clinc,will i be charged a transaction fee on my discover card in cuba,international fees,international transaction fees
clinc,is there a charge to use my card in france,international fees,international transaction fees
clinc,if i use my discover card in cuba are there transaction fees,international fees,international transaction fees
clinc,are there transaction fees in cuba for using my discover card,international fees,international transaction fees
clinc,so i get charged if i use my card in france,international fees,international transaction fees
clinc,is there an international charge for using my card in france,international fees,international transaction fees
clinc,is there a fee if i use my card in france,international fees,international transaction fees
clinc,is there a charge to use my card in croatia,international fees,international transaction fees
clinc,"in x, will i be charged to use my card",international fees,international transaction fees
clinc,"in x, what is the charge if i use my card",international fees,international transaction fees
clinc,"if i use my card in x, will there be a charge",international fees,international transaction fees
clinc,will it cost me anything to use my card in turin,international fees,international transaction fees
clinc,what was the date of my last car appointment,last maintenance,car maintenance history
clinc,was my car in the shop this past week,last maintenance,car maintenance history
clinc,how many weeks ago was my car in the shop,last maintenance,car maintenance history
clinc,did i get my car inspected recently,last maintenance,car maintenance history
clinc,i cannot remember when i last took my car to the shop,last maintenance,car maintenance history
clinc,did i bring my car to the shop last week,last maintenance,car maintenance history
clinc,when did i get my car inspected last,last maintenance,car maintenance history
clinc,give me the date that i last got my car checked,last maintenance,car maintenance history
clinc,did i take my car to the mechanics recently,last maintenance,car maintenance history
clinc,tell me when i got my car checked last,last maintenance,car maintenance history
clinc,when did i last take my car to the shop,last maintenance,car maintenance history
clinc,give me an exact date of when i took my car to the mechanic,last maintenance,car maintenance history
clinc,remind me of the last date that i got my car checked,last maintenance,car maintenance history
clinc,when was my last visit to the car shop,last maintenance,car maintenance history
clinc,when was my car last in the shop,last maintenance,car maintenance history
clinc,how long ago did i take my car to the shop,last maintenance,car maintenance history
