comment,topic,cluster,pred_topic
ffing football watching commercial st half doritos bridgestone faves superbowl,99,52,Super Bowl ad reviews
cuomo budget reading quick takeaway doesn recommend closing,19,32,Job market and unemployment rate
djokovic win second set leading stage murray mum shell shocked,71,60,Australian Open tennis championship
christina aguilera defends fumbling national anthem super bowl,75,67,Christina Aguilera’s national anthem mishap
press release nocsae urge parent athlete fact concussion football,84,49,Concussions and sports injuries
venezuela chavez enemy golf,56,20,Hugo Chávez’s presidency
inproductive minute brilliant volkswagen commercial aired superbowl trekkie,99,37,Super Bowl commercials
volkswagen darth vader commercial good bet super bowl wager,99,37,Super Bowl commercials
commercial going sunday super bowl favorite word beetle superbowl,99,84,Budweiser and beer-related ads
post celebrity news chelsea handler recount sundance weekend kendra wilkinson hugh hefner,96,72,Celebrity gossip and pop culture
thousand rally government yemen breaking,79,21,Middle East protests
abc news compiled list journalist threatened attacked detained egypt,66,25,Egypt-related political news
winning scholarship college third edition in college scholarship auction ebay,97,75,College scholarships and financial aid
blog post oscar nomination nominee announced king speech nomination,88,39,Awards season: Oscars and SAG
nytimessports oversight group vow pursue update football helmet standard,84,24,Concussions and sports injuries
georgia official praise judge ruling health care law fight,22,69,Healthcare reform legal battles
audi dream superbowl commercial,99,31,Mercedes Benz and Kia Superbowl commercials
judge obama health overhaul ap,22,35,Healthcare reform legal battles
oscar nomination king speech well worth euro afternoon,88,39,Awards season: Oscars and SAG
facebook adding full http support website secure user fb,95,38,Facebook and privacy settings
investor advisory firm call apple disclose ceo succession plan concern health apple chief,106,51,Steve Jobs’ health and impact on Apple
decide win hyper masculine super bowl audience doritos super bowl ad,99,68,Epic Doritos Superbowl commercials
toyota texas bass classic continue support texas park wildlife department athens toyota texas,60,66,Fishing
thing social medium revolution enticing idea,45,40,Social media influence in democracy
reason federal judge individual mandate health care overhaul declared void obamacare,22,35,Healthcare reform legal battles
best buy buy program don upgrade major electronic equipment,85,1,Electronics and gadgets
justin bieber roseanne barr super bowl ad wacky bunch superbowl commercial,99,41,Super Bowl commercials
venti trenta starbuck ounce supersize offer crazy fb,62,34,Starbucks Trenta cup controversy
annual ice fishing extravaganza draw hundred annual jig ice fishing extravaganza held wee,60,8,Fishing events and gear
learning recipe doesn cream potato soup cream chicken soup,87,83,Chicken recipes and food ideas
battle exorcism movie rite exorcism hmmm read find care weigh,14,82,Movies on exorcism
hey surplus population lawsuit taco bell claim meat mixture beef,20,3,Taco Bell lawsuit
good app called auto text reply will auto text office car angel pledge don text drive,104,61,Don’t text and drive campaigns
starbucks cup hold entire bottle wine,62,19,Starbucks Trenta cup controversy
gallon fish tank rutherfordton gallon fish tank bought year didnt long month,60,42,Aquariums trivia and maintenance tips
fast food caught immigration crosshairs los angeles dallas reuters chipotle mexican grill lot,80,3,Fast food and immigration policies
favorite superbowl ad pepsi max,99,44,Pepsi Max and Doritos ads
don text drive hey easily turn goodbye,104,61,Safe driving pledges
facebook privacy setting user,95,53,Facebook and privacy settings
undergraduate scholarship university ontario institute technology uoit canada beasiswa,97,78,Scholarships and international awards
hurriyet turkish center help workplace bullying victim return job market,90,75,Job market and unemployment rate
christina aguilera messed national anthem super bowl xlv dep,75,67,Christina Aguilera’s national anthem mishap
proper fishing tackle catch fish dream,60,81,Fishing
summit obama praised china reducing tension korea china deal nk shelling,61,9,Natural disasters and climate change
identity theft cost infographic,108,10,Identity theft concerns
audi luxury prison break super bowl commercial,99,31,Super Bowl commercials
taco bell beef meat qualify taco filling yikes,20,3,Taco Bell lawsuit
yemen pres salih will seek term step egypt pres mubarak,79,14,Middle East protests
testing track student recovery sport concussion milford daily news,84,49,Concussions and sports injuries
journalist beaten threatened egypt,66,25,Egypt-related political news
assessing cuomo effort cut york medicaid budget,19,32,Healthcare reform legal battles
texting driving pledge ive close wresting median interstate,104,61,Safe driving pledges
chicken parm classic comfort food katie lee share recipe add garlic bread good measure anyon,87,83,Chicken recipes and food ideas
wonder young man pant tsa,25,59,TSA body scanners
scary cyclone yasi compare latest news queensland flood news au,98,50,Natural disasters and climate change
youtube chili pepsi max super bowl commercial pepsi max super bowl commercial jamaal al din nfl,99,44,Pepsi Max and Doritos ads
glenn beck post biggest rating drop cable news january fb,59,42,Celebrity gossip and pop culture
michelle obama coming atlanta lady discus childhood obesity atl,65,47,Lady Michelle Obama fitness campaign
facebook privacy setting user,95,53,Facebook and privacy settings
celebrity butchering national anthem digg christina aguilera flawlessly sung national anthem,75,67,Christina Aguilera’s national anthem mishap
judge toss health care reform law federal judge ruled president obama sweep cnn,22,35,Healthcare reform legal battles
seth godin texting working shouldn text driving talk cell phone argue wit,104,61,Safe driving pledges
fave kardashian phillyblack fuckin hate khloe kardashian,72,0,Kardashians
food burn belly fat don,55,79,Weight-loss advice and fat-burning foods
fish casting bubble bet find,60,81,Fishing events and gear
guru guide super bowl commercial favorite watch,99,84,Super Bowl ad reviews
james franco suzanne summer will nom tmrw,96,30,Awards season: Oscars and SAG
official ny cuomo proposing painful budget cut sdut,19,32,Job market and unemployment rate
pug dorrito commercial best,99,68,Epic Doritos Superbowl commercials
trend spring,46,72,Natural disasters and climate change
decision amount dressing circuit,89,36,Crime-solving TV shows
antonin scalia save individual mandate,22,56,Healthcare reform legal battles
worth daughter loved chrysler commercial watched time hulu save detroit,99,84,Super Bowl commercials
facebook privacy breakthrough,95,53,Facebook and privacy settings
health care law struck federal judge ruled president obama sweeping healt,22,35,Healthcare reform legal battles
stealth mode making invisible facebook personal finance news yahoo fina,95,53,Facebook and privacy settings
extreme fishing kayak fishing monster fish bluewater jon bluewaterjon bluewater jon schwartz,60,81,Fishing events and gear
imdb road oscar academy award,88,33,Awards season: Oscars and SAG
choosing fly fishing gear requires patience start,60,81,Fishing events and gear
king speech win producer guild award three year pga winner win acade,88,45,Awards season: Oscars and SAG
pure acai berry thorough article pure acai berry buy pure acai berry acai berry extracteveryone se,55,27,Weight loss and acai berry products
republican nimble democrat social medium study find democrat obama cam tcot tlot,45,26,Social media for politics
good info fishing team winner,60,28,Fishing events and gear
wonder will fill political vacuum tunesia egypt yemen tunesia egypt yemen,79,21,Middle East protests
fatal blast reported moscow airport terminal russian authority monday reported fatal explosion domodedo,36,17,Moscow airport bombing
king speech true grit lead oscar race king speech british drama stammering monarch,88,39,Awards season: Oscars and SAG
horse racing factor bet reliable,94,73,Horse racing and betting tips
fishing check special closeout item great fly fishing gear buy fishwest check,60,81,Fishing events and gear
lh ainsworth cancer scholarship university south wale australia beasiswa,97,78,Scholarships and international awards
watching extreme makeover edition story sad don text drive,104,61,Extreme Makeover show
twitition dont text drive remember alex brown,104,86,Safe driving pledges
wait vw beetle great commercial superbowl commercial beetle bug,99,34,Super Bowl commercials
session mayo mark people myselfduration pm pmtide started angling fishing,60,66,Fishing events and gear
pocketwatch posted ice fishing shack lake tomahawk,60,8,Fishing events and gear
federal judge florida rule obamacare,22,69,Healthcare reform legal battles
acai berry weight loss diet plan cardiovascular health diet weight loss shedd,55,71,Weight loss and acai berry products
